Venue,Latitude,Longitude,Category,Id
deporte,47.21203538318468,38.933834516876814,Men's Store,516823e2e4b09724f8a00c81
Anyticket,47.21017074584961,38.93669128417969,Travel Agency,5072e5d7e4b01785bacefbfb
Магазин Чулки Носки,47.212169986941426,38.93386964351718,Miscellaneous Shop,50dc5b65e4b03c6a02108f8d
Центр Кадастровых Услуг,47.20986046474451,38.93775957103719,Non-Profit,522db85b11d22df7490f509a
МаркоПоло,47.211286,38.93386,Café,51698ae3e4b04259cd5cd038
Цветок Жизни,47.20964563662145,38.93692939086941,Yoga Studio,54661e6a498ec0d3183b0b9d
New York Coffee (Таймкофейня),47.21221547175597,38.93368365206883,Coffee Shop,535f69d0498e4c8734cb1815
Магистр,47.20963186450399,38.93427612027019,Bookstore,4f460fa8e4b00ed049d7ff15
булочная компания,47.212662,38.933414,Bakery,5a047e0f12c8f00278746eae
Чайкоffский,47.209510529253016,38.93531687468009,Café,4f2900b2e4b09023de0c5ecc
ДЫМок,47.21131858687558,38.93384663563998,Café,561fcec7498e3c6304e9ec7e
ВСК срахование,47.211564,38.935468,Building,55dad543498e13bc1e2751ff
LAD,47.21007,38.937442,Office,5197b12c498e820999533fa6
бренд,47.210675034254166,38.937434720757146,Shipping Store,53456083498e8f6ca5099db3
Пентхаус на Петровской,47.211086,38.93545,Bed & Breakfast,567ed366498e5faede4cf2c0
Digital Life,47.209677,38.934633,Electronics Store,4f7da716e4b0d6e7f335bdd0
B&B Meat Club,47.212303,38.934121,BBQ Joint,59be5126a2a6ce1a7c727c46
Eyekraft Оптика,47.21013699411856,38.938019160996106,Optical Shop,522b1ecc11d2a6f8f3d132df
"ООО ""Метрогазсервис""",47.2129631734848,38.93672129319663,Office,534bc2f011d2adce98adc93a
horse's hookah house,47.21156500704501,38.938133211814616,Residential Building (Apartment / Condo),5439a255498ead5eaeffe736
YVES ROCHER,47.212089,38.934308,Cosmetics Shop,56926e08498ec12f183efb6e
Будда Бар,47.209906274352896,38.934865088264395,Café,544e50e2498ee0bc25d88731
POINT 188,47.212609,38.936488,Café,57121554498e0859eb61072d
"Антикафе ""Лестница""",47.21214860919442,38.9378569135188,Café,5160614de4b0db8cd9a27d78
Fanconi,47.209858,38.935246,Cocktail Bar,593aed7a9d6a1909db48d8a1
"КВИН, Таганрог",47.209952,38.9375,Boutique,562a0a99498e4ebae7051c32
Emiliya,47.21267318725586,38.93336486816406,Wine Shop,50085d4fe4b0e7c99cf84bb6
"Агенство Недвижимости ""Навигатор""",47.20995,38.937998,Coworking Space,51e65738498ecebf9c6dfec1
Айкрафт Оптика,47.20990039971139,38.937729993223485,Building,5156e1d4e4b086af633468ed
"Остановка ""пер. Украинский""",47.210916945300525,38.938500852971245,Bus Line,4ff2f8e8e4b013bcfc761a19
Арена,47.212833,38.937043,General Entertainment,4fb7c4b7e4b0762202bd91cf
Мясник и бык,47.212617,38.933402,Theme Restaurant,59b5311c6dcf0420dac338bd
Нотно-музыкальный отдел Центральной городской публичной библиотеки имени А.П.Чехова,47.21287,38.937293,Library,561a7b48498e1bc38ba78b74
Красная Шапочка,47.21017,38.936,Dessert Shop,575189d1498e95f30b00ccd3
Newmans,47.21233024380314,38.93600256658915,Electronics Store,51e57dcf498ed9d31c2585e4
бочка,47.21202795627663,38.93449307208792,Department Store,51c043a3498e07ac7d05263c
bambyk,47.211668,38.934843,Café,53259330498e5ce426b0988f
Каменная Лестница,47.21297146400196,38.93766516626311,Historic Site,4d740274170ab1f76fcbee94
Управление пенсионного фонда РФ в Таганроге,47.212276458740234,38.93806076049805,Government Building,4f545aaae4b050039fad9a40
transagent,47.21117137557108,38.93871339405209,Building,512b4371e4b01172f1bac890
гибдд площадка для вождения,47.21286157110807,38.93812845602287,Driving School,53f38e11498eb24da10691ca
Стихия,47.21307878453495,38.93717120903066,Bar,5394c2a3498e2185a945d4f4
Маг Дональд,47.21273820402542,38.93784814146687,Fast Food Restaurant,4f8ae33ce4b09efba2d106c4
Смотровая Площадка,47.212820922995604,38.93780413426988,Scenic Lookout,50250b21e4b095b2f2338bee
Solnechnie chasi,47.21278153220097,38.93758272709668,Historic Site,50056421e4b00da8d2d80113
МФЦ на Греческой,47.21307373046875,38.93699264526367,Government Building,534ce94e498ebc399bb2e874
Грей Гус,47.20951,38.938213,Photography Studio,58480a47110d03341ac743c1
Кафе Арго,47.212724,38.937648,Café,4e2e9bf2483b93c2f2d66ffa
Добрый Эль,47.21277485881755,38.937940311883494,Sports Bar,5362881311d2a66d597c73b6
СКБ-банк,47.21047324948408,38.9381217956543,Bank,4f42523d0cd6b45fa6b86564
Crossfitded (Солнечный Пляж),47.21875,38.938805,Sports Club,59b1a5e6e2ead104a1667133
У Богуслава,47.21752776822505,38.93711920790593,Restaurant,517d540ee4b0696142c908ca
Выставочный центр,47.2160281339152,38.93540130997975,Art Gallery,514b02b9e4b0bb6bee69a07d
Отель Варваци,47.21485985432568,38.93437769232832,Bed & Breakfast,51b8dc87498e165e67785782
Страна Чудес,47.216146,38.937423,Arts & Entertainment,4e3d2f08e4cdab9b933f33d0
Футбольная Площадка. Солнечный Пляж,47.2175640070944,38.93874266470666,Soccer Field,500d8448e4b0c2624443a970
"Картинг-Центр ""Формула""",47.21669,38.938306,Racetrack,505f18d8e4b0f168c0180c2b
Мебель-Сити,47.214910505253464,38.936278871720695,Furniture / Home Store,4feb0f03e4b0eecd62cf2b7e
Infinity,47.219058,38.938644,Nightclub,51b2605b498e5871a13f0653
BBQ,47.21717964473482,38.93707897165473,Bar,500061f9e4b02f063c3fb20e
АвтоВанна,47.217489,38.937345,Car Wash,4fca207ee4b04df6d4db0085
Биржевой спуск,47.215203328176294,38.93642284083327,Road,535fe129498ecf3595286333
"Аэродром ""Таганрог-Центральный""",47.24487382707823,38.84172985325882,Airport,4fdb4b25e4b039664ce9d1bd
На Даче),47.24054,38.742857,Garden,50141e82e4b06b8dcc1eadeb
Голубая Лагуна,47.25608617378749,38.825866026082096,Farm,516135ebe4b0eb9b2c2844a6
Рус Визардс,47.223415442400686,38.86107183788751,Tech Startup,4f2640abe4b02a950032d4ef
Школа 3 им Ю. А. Гагарина,47.221994729008216,38.86172312552002,Middle School,510a03d3e4b051c966b33c17
"Жилой многоквартирный дом (Мариупольское шоссе, 27/2 2А)",47.22378584460965,38.86114154901554,Residential Building (Apartment / Condo),52d940c2498ea7f74bea2839
Центробувь,47.221994729008216,38.86135633991864,Shoe Store,5184e117498ed8d0f6960305
Винкод,47.22686004638672,38.862709045410156,Automotive Shop,5356291b498ee0bf91211151
Заправочная станция,47.22714226436234,38.86306371913947,Beer Garden,53863067498eb1110ef03781
Тенториум - клуб здоровья,47.223009,38.86306,Medical Center,526e6d7b11d23d0ec6d54a65
"Наша курочка ""Дёмушка""",47.220355094418956,38.863985538482666,Gourmet Shop,4fbf3e11e4b082ac65f790c3
Экономный,47.22077560424805,38.865325927734375,Clothing Store,50d57876e4b004dcd6609f5a
Сушивесла,47.22069736793088,38.86556846181182,Japanese Restaurant,51c46ad8498eb9001518ddf1
Пятёрочка,47.22055123698727,38.8654652358971,Supermarket,4ef104fd7ed1f6753d931ab1
Каблучок,47.22088764720057,38.86520400852641,Shoe Store,50347dd1e4b0272a4d90c53b
Керхер Таганрог,47.222907,38.876275,Electronics Store,5b4694fb4b78c5002c7e8616
детская поликлиника,47.222833453995165,38.872563464270634,Doctor's Office,52368db511d2ebd942eca0b6
Пленка,47.2227237477827,38.87615213496154,Field,54aa9b75498efd1a46a849e5
Связной,47.223256833538194,38.866692163275864,Mobile Phone Shop,4fc9e23de4b0f82a4b64d3bb
Сбербанк,47.22268392107389,38.87596099166115,Bank,4f2a588ae4b0a328b74f173f
Курсы английского языка,47.22268540089639,38.865901632697295,College Classroom,5237ef5111d2f95d487b9e06
Карамболь,47.222068,38.864796,Pool Hall,4ec7d2f22c5b532d070b2f2a
Шиномонтаж,47.22264310566345,38.874253034591675,Gas Station,5096384be4b000bd20e2d75d
Автомаг,47.22286121397532,38.86663164264503,Automotive Shop,4f2e6154e4b0dbffdd36b127
Шаг к пятерке,47.22232082215772,38.866741211019765,Paper / Office Supplies Store,4f607729e4b0d3b493aa9051
Хозяйственный магазинчик,47.22296317306318,38.867124694329085,Miscellaneous Shop,4f9d1116e4b09fef540c58ee
"Аптека ""Целитель""",47.22228240966797,38.867305755615234,Pharmacy,4f54cf3de4b07c31b5fd0380
Юг Фарма,47.22239870553106,38.868456594391404,Pharmacy,5309b711498ebd4ae0cbed1a
Сладкоff,47.22263969968542,38.864984335689,Candy Store,519cbda4498e9f2c38cb5eed
Хорошая аптека,47.22282799423015,38.866398106154776,Pharmacy,4f54cd99e4b063296f9a2fa0
Дом и сад,47.22244566161113,38.86722425929407,Garden Center,51971fe5498eaf74aeda5f3c
Ежик. Хозтовары,47.22201646272081,38.8675582408905,Miscellaneous Shop,50eaaa0fe4b0f0d9f15a0243
Время Создавать,47.22291564941406,38.866050720214844,Arts & Crafts Store,52a4338b11d2a4fe8639c277
Быстроденьги,47.223167,38.866928,Bank,51f0ee45498e2d0215402435
Модный бум,47.22176622792782,38.867297942589985,Clothing Store,4f2524f9e4b0020c2f836529
Крытый павильон,47.221311137749524,38.86678292885082,Butcher,4fc1f1d1e4b0519068d6fa87
Кафе Бенефис,47.222176767434426,38.86437177658081,Café,4fca136de4b06cdf3aa62df4
Хозяин,47.22296317306318,38.86584550284237,Hardware Store,4f323fd8e4b057434d458b90
Офис Класс,47.22308349609375,38.86515426635742,Paper / Office Supplies Store,52a432c511d28c7fd6ed7c25
улица Ломоносова,47.223371215156696,38.875090234154136,Road,514c5cc3e4b08183ec1bd776
101колбаска,47.222891902698876,38.865193214714175,Building,53302486498e6e1fdeffa932
Магнит,47.22279350124716,38.86389878531228,Grocery Store,4fca1264e4b05d86f22160bf
Магазин Корейской Косметики,47.222803,38.86596,Cosmetics Shop,594fc0449411f252d38b6b5a
Вкуснолюбов,47.223341,38.866677,Creperie,547b1deb498e4ed328d0703e
Ростелеком Таганрог,47.222142200528815,38.86386611568102,Office,50dc08fae4b057fecd234ab4
Людмила,47.222652552838674,38.86428300281617,Salon / Barbershop,515ae9f1e4b06a771dc668ee
"Остановка ""ул. Ломоносова""",47.223394520160916,38.875081506347605,Bus Line,4ffc6f7be4b0009f6e9aa12f
Промышленная улица,47.223362843236565,38.875079676241256,Other Great Outdoors,4f462894e4b02a61461ab40a
Food Court,47.222754,38.877049,Deli / Bodega,522ed0d111d21557799908ff
Сакура,47.22298867247523,38.87650700517998,Nail Salon,517e36a7e4b033d3b9abb236
Gradus,47.22262416056103,38.879670724726815,Wine Shop,55d9e2a2498e7c0350206649
Шеш-Беш,47.223537155798304,38.884220291939826,BBQ Joint,529223bb498ec7be2e5000a6
Маленькая Япония,47.22393,38.884483,Japanese Restaurant,5205370d11d205552c3b321c
Промсвязьбанк,47.22160841217158,38.89241695404053,Bank,4e6f17dcb3ad64251574c3f5
Причал,47.2205003357443,38.89171794692365,Modern European Restaurant,50e5b1e8e4b0e73cf886ad24
Техас,47.22350391934637,38.884292631377946,Bar,541dd9f4498e3a898acfb037
Rakoed aka Мир Пи👍,47.2239779626342,38.884169103889505,Liquor Store,539b2c18498e9ff37373d70e
Мое Гетто,47.22255027573239,38.892068054681964,Residential Building (Apartment / Condo),52c03417498eaba361dde9e5
ТИ РГЭУ РИНХ Факультет ПиМНО,47.22260503881883,38.89264855074964,University,524a75b311d27f6626af0fc3
Автомойка на 10-на Переулке,47.219166918954464,38.902960012654944,Car Wash,52692d78498ebd5660695a81
Чайнатаун,47.22007144117631,38.901459516015045,Food & Drink Shop,52c6be3b498eae601160ca5f
Спортмастер,47.22545039826716,38.90872328167578,Sporting Goods Shop,52dbd29f498e6bdc5cd0aaf1
Магнит,47.219010816139225,38.90410021750758,Grocery Store,516ab4dee4b0c0ff8b38d2db
ОП-2УМВД РФ по г.Таганрогу,47.221555,38.905897,Police Station,56580ed1498e511a257b3431
Психоневрологический диспансер,47.22114207793534,38.906646649792926,Doctor's Office,4ff17eaae4b036efb4abf1a0
2 ой Отдел Полиции,47.22156996127798,38.90482888077334,Animal Shelter,54f47cdc498e5a79cc9f316d
Техно-клуб,47.221549,38.904818,Hardware Store,561b7b9b498e81a71ad997d4
"МУП ""Спецавтохозяйство""",47.21973503964107,38.90571257116459,City Hall,522db1df11d2d7896cdf613e
Автомойка на Александровской,47.21802431294759,38.90766646722876,Car Wash,5246f99a11d2ee27ebabcaad
Аршин - садовая техника (магазин и сервис),47.22114,38.906455,Hardware Store,4fd33c11e4b09ba567f1457e
Место Подписания Контрактов,47.221259,38.906245,Dance Studio,52e2f11011d2da6d4960580e
Кобарт,47.22094094590622,38.90678351545384,Gas Station,517aa9bce4b036b06558d264
Лор-кабинет,47.22115904539764,38.9058327326661,Doctor's Office,5433a9a0498efe79610dc27e
Таганрогский,47.220126,38.907807,Salon / Barbershop,5847d327db6cd628a6fd1e99
Форсаж,47.22219708816427,38.90843847326419,Car Wash,4f8da6dee4b0c10a70cfeec8
ТК «Радуга»,47.21875534858679,38.9196009669092,Shopping Mall,5041f02fe4b0f7ca2c35cc82
PlanetCar,47.21941375732422,38.911582946777344,Automotive Shop,537dd72d498ea5ac200671b1
Дикси,47.2204,38.9115,Convenience Store,51a7b6e61d9ff9b1f027733a
Сбербанк,47.220122692786994,38.912145897532994,Bank,4f312320e4b0d510f4184604
Сантехгаз,47.218989,38.911965,Warehouse Store,55c840a2498e12d8e2322386
Шиномонтаж Александровская,47.218085,38.913262,Gas Station,5145774ae4b09e1f5b9af1a7
Хит Тур,47.21901,38.910598,Travel Agency,527cd291498e803d344e4753
Выдача CDEK,47.21845,38.912457,Warehouse,586f6e3cac329156c7b2dff8
Юта,47.21875185223628,38.91166769373517,Gourmet Shop,53dbbbd8498e07ef7de0a722
INOSTUDIO,47.21985519282312,38.91190955494722,Office,4f0ad3f2e4b05dd3a5826e1c
Крепеж,47.21884847738912,38.91199660187079,Hardware Store,524c116b498e92aa08a685e0
Инфотекс Таганрог,47.217423562291614,38.91429804134854,Office,500e8009e4b060e7f286423e
Spsr Express,47.218229,38.916348,Post Office,5193625e498e0397bd6cd765
"Студия Загара ""Дикий Пляж",47.215783988010976,38.91795154270526,Tanning Salon,50c3363be4b049caafb7de72
автовокзал,47.217240004563344,38.91674526982267,Bus Station,51a9a9c1498e59e835fbac5c
Кварц,47.22075241553079,38.91433997344744,Miscellaneous Shop,51dbcd3e498e645dbc3fe1f1
Трамвайная Остановка Смирновский,47.217879,38.914139,Light Rail Station,52517fbf498e94a4136ff920
Суши Оке,47.216946,38.915353,Sushi Restaurant,537e353e498e13026f953432
"Ателье ""Монако""",47.215906,38.917564,Tailor Shop,580cdeca38fa4b2ced4c5eb8
Лавка Чеховых,47.21585035801213,38.91823561154653,History Museum,4dccca4222718eed7a0f70d7
Радио ТВС,47.21944350171231,38.912510817016056,Radio Station,51c96729498ed7110463c03c
Офис СПСР,47.21858837615946,38.91581784115058,Post Office,51404189e4b014553787750a
Медиа Тур,47.216548,38.918252,Coworking Space,52245f42498e5bad78af0349
Восток-сервис,47.21667238914297,38.91605852531719,Men's Store,503b0bc2e4b03fdd897d10cf
Яшма Золото,47.21556175827227,38.91822774169641,Jewelry Store,5243e59d498e70058f4c175a
джек hookah,47.21804,38.915332,Hookah Bar,580a433d38fa83fae1d5a8d0
"Клуб ""Восхождение""",47.21861053876915,38.915707076558654,Yoga Studio,4f6ec27ae4b07a4bc5b00d63
Newform,47.21622848510742,38.91857147216797,Women's Store,52bec600498ef118b712333f
"Магазин ""Распродаж""",47.21712768967353,38.9147825797735,Miscellaneous Shop,523fc78a11d2beb0b5e966c4
Шиномонтаж на Александровской,47.217783,38.913705,Auto Dealership,5342748b11d247f647163067
"остановка ""Завод ""Красный гидропресс""",47.220726013183594,38.91312789916992,Light Rail Station,5151cde0e4b03b425a3a514a
"Продуктовый магазин ""Виктория""",47.21589660644531,38.91748046875,Food & Drink Shop,51bf4b6b498ef020bff7ea8c
Шоколад,47.216947,38.914904,Café,4ea13b54dab472526f67733e
Camelot,47.216113,38.918426,Clothing Store,50eaa36be4b0dfcb206a6ce7
День и Ночь,47.22017007214794,38.915215804066605,Restaurant,534d399a498e354887668c8a
Апельсин,47.220204,38.914557,Bistro,531f1b2c498ebc17764bb3df
LTB,47.2188835144043,38.916465759277344,Boutique,53491323498eb5ddafdf611a
АВТО кафе,47.22035070102588,38.91523441944002,Snack Place,50a8c566e4b0b2e8c00d6eb1
Площадь Восстания,47.22033510780141,38.915255272522685,Plaza,50b88c5be4b0f30729e2522e
Автовокзал,47.22026332850116,38.91388149851636,Bus Station,4e3650aa18a82fdd657fbeb3
"""Возрождение""центр естественного оздоровления",47.218594,38.915745,Health & Beauty Service,56558bfc498ef4badf805402
CBOSS south,47.21711463720321,38.91859186766531,Office,4e4ac36262847afcaf1a8d10
LAMPA Редакция,47.217309177656425,38.918439131338495,Speakeasy,5116b4aee4b012717b0724b4
Почта России 347904,47.219846211148585,38.91332155518191,Post Office,50c2cddfe4b09f06810cce3a
Гуава,47.216105914564096,38.91746007044648,Café,53906bae498ea85cddd7c541
Октябрь,47.218323,38.91574,Nightclub,58aebda9951e7d3fdcfed9cb
Микстон,47.21556902814123,38.91553946438006,Nail Salon,5052dc78e4b09a662c55bf68
Вишнёвый Сад,47.218287,38.915805,Hotel,51293ad7e4b0ef7a9a12c6dd
Баттерфиш,47.220379,38.914727,Restaurant,51cc67d0498eb7fab64c3ac9
1000 мелочей,47.21975473529218,38.916428807312705,Shopping Mall,518623df498edeec09ce195f
Сквер возле Старого вокзала,47.22003506900815,38.91516686626775,Park,51b95363498e55622aec35ee
Московский Индустриальный Банк,47.21650751531176,38.91848802566528,Bank,515be24ee4b023f1a98a8007
обжорка,47.220716,38.914908,Snack Place,5d8f1e797beae30008b03428
Нотариус,47.216999,38.915062,Financial or Legal Service,59b3922895da0c3b7f0a5f73
Прибамбасы,47.21963256540918,38.91627284514979,Miscellaneous Shop,52c2941e498e2f769b7cec38
С пылу с жару,47.21826141233809,38.91696440161657,Donut Shop,50486faee4b06d724b8356f2
Стейк,47.2193915920844,38.91489641541834,Snack Place,4f8da3fee4b0c10a70cceca1
ТЦ «Мультицентр»,47.21621927224188,38.91846020555475,Shopping Mall,4da4447822a5f04df3743455
Сытый Джек,47.21933705205024,38.913971486792484,Fast Food Restaurant,5290dc8a11d2c6e3a0602347
Одноклассники,47.21983607924547,38.915544384158636,Burger Joint,554248ea498e255e05a07aa9
кафе «Домашний очаг»,47.22007656291857,38.9141948790714,Café,4f7d7a82e4b0fcf30bceccb2
Стадион,47.21866566212868,38.91580682770717,Soccer Field,4f8da379e4b0003b52d11091
Пятёрочка,47.215958,38.917947,Supermarket,4ef104fd7ed1f6753d931a9f
"Магазин ""Афина""",47.21548502232071,38.91838442942752,Design Studio,51090144e4b0f6a4b6438026
"Салон красоты ""Бель Фам""",47.219709916498566,38.91617222043648,Salon / Barbershop,504dad2be4b0a294bb26d01c
Рашен Страшен,47.218004300708884,38.916598026329936,Cocktail Bar,4e061c9ed4c03ae0b9c173d9
Телеканал ТНТ Таганрог,47.21705112453994,38.91815639887933,Office,51bb2302498edb9f69fae6ce
Салон-магазин МТС,47.218485,38.915108,Mobile Phone Shop,506c9d353d7c5efc538c1498
Sowa House Hookah bar,47.216409,38.916825,Hookah Bar,58f79621c6666642352eea85
Tattoo Taganrog,47.219490039176264,38.91608391509763,Building,52aedeb911d2336aaf8867aa
Камелия,47.21828,38.916401,Salon / Barbershop,50d86008e4b079544495d6bf
Шароеж,47.217172,38.914928,Gift Shop,546746d3498e5e5721a1f2f3
Tatoo Belle Fame,47.219601317225965,38.91598619618518,Tattoo Parlor,50dc3c90e4b0298a104f6149
Тату Салон,47.219481,38.915969,Tattoo Parlor,519229e5498e4913b8b59e05
Сан Ремо,47.21733118607898,38.914086763112216,Restaurant,4ecdf66c29c223f92618f31a
Сладкий,47.220511878434806,38.914438590182584,Bakery,509f6b05e4b03888258ec8bb
Steak,47.219491,38.915014,Snack Place,4f5e2abbe4b035e31605b687
форсаж,47.2200813293457,38.91350555419922,General Entertainment,524330c611d2b27c0139d572
Стадион Радуга,47.21859303810561,38.91639366453876,Soccer Field,4fae7d0ce4b05b8b55e8e649
"салон красоты ""Марафет""",47.217531349803956,38.91437832525907,Salon / Barbershop,54902cb9498ee86021859aa2
Центродом,47.215145111083984,38.92073440551758,Electronics Store,51a06681498efd44c56b9bbd
ТЦ «Лабиринт»,47.21844870939653,38.91854582959152,Shopping Mall,4feec4eae4b00a5fd416f42a
Велосипеды Для Всей Семьи,47.21745,38.91863,Bike Shop,5728663e498ed7ff0c01c8f2
Softline,47.216956413916456,38.918597996234894,Office,4f21261de4b0b238b83fe645
Тэско,47.21780014038086,38.91962814331055,Electronics Store,4f7fda4de4b0d7651bd89a14
Антилопа,47.21787751866836,38.91949653625488,Kids Store,500a4656e4b0e954041a72c1
Афтерлоджик Рус,47.21697390340712,38.91876697540283,Tech Startup,4f50b98ce4b0a18b75525b74
"Квесты в реальности ""Паранойя""",47.215738694731286,38.91887694597244,Arcade,55c93ba4498e0331f0e52fff
"Билайн, центр обслуживания",47.217360127943415,38.91909956932068,Mobile Phone Shop,4fd2f259e4b0dde495e68bc9
Атриум,47.216833,38.918655,Coworking Space,5294979411d250ebb92bc8a8
Сбербанк,47.21890434171121,38.91904287894762,Bank,533dc2e4498e008173c0f0a8
Автостоянка,47.217159271240234,38.918861389160156,Parking,51bb6992498e2bca388865ef
MBV,47.216705322265625,38.91992950439453,Advertising Agency,5305ca83498e82eb2fda6344
Кит Китовый,47.216785,38.918848,Coworking Space,528079a611d276a01ddd9cd3
Салон свадебных и вечерних платьев Людмилы Кузовкиной,47.216844,38.918652,Bridal Shop,585e5279a370b9294218c454
Зоомагазин Зверюшки,47.214752,38.920268,Pet Store,51b9d2c2498e00f4c0d0758f
чебуречная,47.21930694580078,38.91846466064453,Deli / Bodega,51eb79e0498e68dc2c7a9112
Абсолют,47.21664227961147,38.91881508249276,Food,4e4d6d77b61cbd99ff2b25f5
"Тур Агенство ""Клеопатра""",47.215522,38.91886,Building,50699cdfe4b0da82c7bc8107
МТС Ю065,47.21740612401784,38.91933995230318,Mobile Phone Shop,514c4df0e4b0c0e2f2353447
5кармаNов,47.219173,38.919681,Clothing Store,53db599d498e33be780eccff
Сцена,47.21698607786114,38.91900188495237,Arts & Crafts Store,522c36a611d255e76f32953e
Салон-магазин МТС,47.217434975811486,38.919365733174246,Miscellaneous Shop,4ef32bb49a52fadb344de1d0
"Ресторан ""Артур""",47.21514892578125,38.92072296142578,Restaurant,51b1e236498e83c130d81ceb
алко маркет,47.21497457606722,38.92096731209475,Liquor Store,5392215d498e8a555acd762a
Абсолют,47.21703034359969,38.91882556744504,Café,4e54774d62e1d184431f4734
"ТЦ ""Фестиваль""",47.21862948323277,38.91874193463841,Shopping Mall,4efc3140e300d0dc307f3b29
Гимназия А.П.Чехова,47.215869017131254,38.921655554215505,Historic Site,4fd1e3d0e4b0fd4c900af04a
Спутник-Юг,47.21714543128925,38.9211415580633,Travel Agency,4f6f1b5be4b0f577d36f2445
DUNICE,47.21684265136719,38.91877365112305,IT Services,5371e4a411d27b858c6561f0
ЗАГС на Александровской,47.215146,38.919898,Event Space,500523a8e4b04fe7aa8a0b07
Красный Котельщик,47.237115026942995,38.90054015469379,Factory,51471c8ce4b0e4ce3764a80d
"Памятник «Клятва юности""",47.21638,38.922358,Monument / Landmark,5bb7295918d43b002ce39e2c
Музей литературы,47.21596916948454,38.92164279623098,Museum,4e56105f7d8b60849c4a11b4
Сквер на Спартаковском,47.21714992126208,38.92295627328036,Park,504347cee4b0f7ca2cd35a05
Гостиница Извольте,47.215719568448975,38.9226108586791,Hotel,501d3255e4b00e1d08bed70c
Ламинари Студия Ногтевого Сервиса,47.216262724201805,38.92049848970623,Salon / Barbershop,511cf9d5e4b055562ef6691a
Биомед,47.2176161716315,38.922455805463855,Medical Center,4f5094d6e4b0a18b752cdbc9
Лазертаг,47.217733,38.919986,Arcade,5259332011d207c609c8644a
Извольте,47.21549632443162,38.92247478183294,Restaurant,4ff97269e4b01a84ee953974
Медведь,47.217824374993796,38.9211338588784,Sporting Goods Shop,517d26dae4b08822ea2e20b1
Центр Здоровья,47.217522,38.922209,Medical Center,5927d6319deb7d7d29c7c524
Тэско Центр,47.21765899658203,38.92033767700195,Electronics Store,52c92fda498edccef3b3445f
РУБанк,47.217017,38.922568,Office,525fe81111d2537d9848a052
Спартаковский Переулок,47.21716,38.92284,Pedestrian Plaza,59516775012358763c6f488b
Carlo Pazolini,47.2175787443586,38.92283320426941,Miscellaneous Shop,519dd7678bbd31012f9eba15
ТЦ «Пассаж»,47.217221670414254,38.92303705215454,Shopping Mall,4f9d293ee4b07e720e36016e
Городская поликлиника №2 (филиал №4),47.217274,38.922436,Doctor's Office,51c7efa2498e570ece0c7ffd
Макдональдц,47.217524192293844,38.92345991275498,American Restaurant,50e87c04e4b04fa566421a76
Сытый Джек,47.21654988716619,38.92280351896945,Bistro,542ae664498ea88846f0186d
Авиа Ж/Д касса,47.21699232815167,38.92277641078209,Tourist Information Center,542e7c25498e0f62069967b6
Ностальжи,47.21747785123611,38.92200189864268,Café,5350f978498ebca706baa455
Дубовый Бочонок,47.216809,38.92306,Brewery,51c6f7ce498e702d328e710e
Коdak,47.21823369077292,38.92076354879208,Photography Lab,5229e91211d2050e5803ef49
море))),47.21620893186339,38.923330274598435,Pier,53fed75a498e3b93a5df8c6c
Подаркино,47.21732369178659,38.92329454421997,Gift Shop,4f589b04e4b027eb921cc071
Магазин Часов Эрмитаж,47.218227,38.92146,Watch Shop,584fb8dec7ec6b04293f29cc
Дешевая Аптека,47.21841812133789,38.92068862915039,Pharmacy,4ff57edde4b0cfb36ee5f20f
IRON MAN,47.217385,38.9231,Sporting Goods Shop,5049fce7e4b0e6163541cac6
Фестеваль,47.218388,38.920789,Miscellaneous Shop,4feae093e4b0c16970abdc78
Магнит Косметик,47.21724,38.922913,Cosmetics Shop,55436aa3498e74843b647d97
МузУголок,47.21642,38.923122,Music Store,568bca0d498eb108deafb476
Ironman,47.217551,38.922971,Gym,521c941e11d2398d98f91494
спокойно,47.21759,38.923402,RV Park,55a033f4498eaebf11c80ec2
Старый тифлис,47.21596909406709,38.92508376043012,Caucasian Restaurant,548481b3498e9649b82f91ab
улица Фрунзе,47.21635443616121,38.92423107884895,Road,50684dd6498e82405f651da2
Кантата,47.21726539388357,38.92578363418579,Food & Drink Shop,4fe57b25e4b02e4293a90c50
Центральный парк им. Горького,47.21906806605975,38.92623046130921,Park,4da68e7b0cb66f6587087c1e
Салон Красоты,47.21577835083008,38.92560958862305,Salon / Barbershop,4ff7f384e4b048eef8146044
ул.Греческая,47.216774834866655,38.92686636665851,Military Base,517cfe84e4b0557460e18e37
Burger & Smoke,47.217356106770346,38.92670068388931,Burger Joint,5806264f38fade7b08161d09
Библиотека имени А. П. Чехова,47.216834233572634,38.92802169866465,Library,4ed4b4b79adf3fc7af073247
Comics Coffee,47.217359,38.925678,Coffee Shop,5a198c90a9e402247bd3c7a0
Тарель,47.216145,38.927784,Café,5dab523d101cc8000882f01a
Каштанка,47.217615,38.926144,Monument / Landmark,4fe4a5dee4b0a9474a21aec7
Зерно,47.21689,38.92716,Coffee Shop,58694e6c9dc8d0425daaa638
Коррида салон кожи и меха,47.217116,38.926614,Tailor Shop,57eba965cd108508884fd709
Сбербанк,47.21720006134073,38.92690652406101,Bank,50b8d9d1e4b05d626421f8fe
Библиотека имени М.Горького,47.216590881347656,38.92399978637695,Library,51b58b56498e7bc654c6025d
